original_smiles,rationale_smiles,score
FC1=C(NC2=NC(NCCCN3CCOCC3)=NC(N)=C2N(=O)=O)C=CC=C1,NCCCNc1ncc([NH+]=O)c(Nc2ccccc2)n1,0.54
FC1=C(NC2=NC(NCCCN3CCOCC3)=NC(N)=C2N(=O)=O)C=CC=C1,NCCCNc1ncc([NH3+])c(Nc2ccccc2)n1,0.6
FC1=C(NC2=NC(NCCCN3CCOCC3)=NC(N)=C2N(=O)=O)C=CC=C1,NCCCNc1ncc([NH3+])c(Nc2ccccc2F)n1,0.58
FC1=C(NC2=NC(NCCCN3CCOCC3)=NC(N)=C2N(=O)=O)C=CC=C1,CCCNc1ncc([N+](=O)[O-])c(Nc2ccccc2)n1,0.53
FC1=C(NC2=NC(NCCCN3CCOCC3)=NC(N)=C2N(=O)=O)C=CC=C1,CCNc1ncc([N+](=O)[O-])c(Nc2ccccc2)n1,0.54
C1(=CC=C2N(C=C(C2=C1)C=3C(NC(=O)C3C4=COC=5C4=CC=C(C5)OCC=C)=O)C)Br,Cn1ccc(C2=C(c3ccoc3)C(=O)NC2=O)c1,0.6
O=C1CC(CC2=NC=3NN=C(C3C(C21)C=4C(=CC=CC4)C#N)C)(C)C,Cc1n[nH]c2c1C(c1ccccc1)C1CCCCC1=N2,0.58
ClC=1C(NC=2C=C3C(NN=C3)=CC2)=NC(NC4=CC=C(N5CCN(CC5)C)C=C4)=NC1,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,0.74
O(C=1C(C2C3=C(NN=C3C)N=C(C2C(=O)C)C)=CC=CC1)C,COc1ccccc1C1c2c(C)n[nH]c2N=C(C)C1C,0.59
O(C=1C(C2C3=C(NN=C3C)N=C(C2C(=O)C)C)=CC=CC1)C,CC1=Nc2[nH]nc(C)c2C(c2ccccc2O)C1C,0.51
O(C=1C(C2C3=C(NN=C3C)N=C(C2C(=O)C)C)=CC=CC1)C,CC1=Nc2[nH]nc(C)c2C(c2ccccc2O)C1C=O,0.57
O(C=1C(C2C3=C(NN=C3C)N=C(C2C(=O)C)C)=CC=CC1)C,CC1=Nc2[nH]nc(C)c2C(c2ccccc2)C1C=O,0.52
O(C=1C(C2C3=C(NN=C3C)N=C(C2C(=O)C)C)=CC=CC1)C,CC(=O)C1C(C)=Nc2[nH]nc(C)c2C1c1ccccc1,0.55
FC(F)(F)C1=NNC=2N=C3CC(CC(=O)C3C(C21)C4=C(C=CC(F)=C4)C(F)(F)F)(C)C,Cc1n[nH]c2c1C(c1ccccc1)C1CCCCC1=N2,0.58
FC(F)(F)C1=CC2=NC=CC(NC(=O)NC=3N=CC=NC3)=C2C=C1,O=C(Nc1cnccn1)Nc1ccnc2ccccc12,0.87
N1C(=C(C(=N1)O)N=NC=2C=CC(=CC2)OC)C=3C=C(C(=CC3)OC)OC,Oc1n[nH]c(-c2ccccc2)c1N=Nc1ccccc1,0.57
ClC1=NC(NCC(CN)(C)C)=CC(C=2C=3C(NC2)=NC=CC3)=C1,CCCNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,0.97
ClC1=NC(NCC(CN)(C)C)=CC(C=2C=3C(NC2)=NC=CC3)=C1,CCNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,0.98
ClC1=NC(NCC(CN)(C)C)=CC(C=2C=3C(NC2)=NC=CC3)=C1,CNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,0.99
ClC1=NC(NCC(CN)(C)C)=CC(C=2C=3C(NC2)=NC=CC3)=C1,Nc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,0.96
ClC1=NC(NCC(CN)(C)C)=CC(C=2C=3C(NC2)=NC=CC3)=C1,Clc1cc(-c2c[nH]c3ncccc23)ccn1,0.92
ClC1=NC(NCC(CN)(C)C)=CC(C=2C=3C(NC2)=NC=CC3)=C1,NCCCNc1cc(-c2c[nH]c3ncccc23)ccn1,0.89
ClC1=NC(NCC(CN)(C)C)=CC(C=2C=3C(NC2)=NC=CC3)=C1,CCCNc1cc(-c2c[nH]c3ncccc23)ccn1,0.88
ClC1=NC(NCC(CN)(C)C)=CC(C=2C=3C(NC2)=NC=CC3)=C1,CCNc1cc(-c2c[nH]c3ncccc23)ccn1,0.89
ClC1=NC(NCC(CN)(C)C)=CC(C=2C=3C(NC2)=NC=CC3)=C1,CNc1cc(-c2c[nH]c3ncccc23)ccn1,0.86
ClC1=NC(NCC(CN)(C)C)=CC(C=2C=3C(NC2)=NC=CC3)=C1,Nc1cc(-c2c[nH]c3ncccc23)ccn1,0.87
ClC1=NC(NCC(CN)(C)C)=CC(C=2C=3C(NC2)=NC=CC3)=C1,CC(C)CNc1cc(-c2c[nH]c3ncccc23)ccn1,0.89
ClC1=NC(NCC(CN)(C)C)=CC(C=2C=3C(NC2)=NC=CC3)=C1,NCCCNc1cc(-c2cc[nH]c2)ccn1,0.51
C1COCCN1C2=CC(OC)=C(C=C2)NC=3N=C(C(=CN3)Cl)NC=4C=CC=CC4C(=O)NC,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,0.74
O(C=1N=C(C=2N=C(N(C2C1)CC)C3=NON=C3N)C#CC(O)(C)C)CCN,CCC#Cc1nccc2c1nc(-c1nonc1N)n2C,0.55
O(C=1N=C(C=2N=C(N(C2C1)CC)C3=NON=C3N)C#CC(O)(C)C)CCN,CC#Cc1nccc2c1nc(-c1nonc1N)n2C,0.61
O(C=1N=C(C=2N=C(N(C2C1)CC)C3=NON=C3N)C#CC(O)(C)C)CCN,C#Cc1nccc2c1nc(-c1nonc1N)n2C,0.58
O(C=1N=C(C=2N=C(N(C2C1)CC)C3=NON=C3N)C#CC(O)(C)C)CCN,Cc1nccc2c1nc(-c1nonc1N)n2C,0.55
O(C=1N=C(C=2N=C(N(C2C1)CC)C3=NON=C3N)C#CC(O)(C)C)CCN,Cn1c(-c2nonc2N)nc2cnccc21,0.91
O(C=1N=C(C=2N=C(N(C2C1)CC)C3=NON=C3N)C#CC(O)(C)C)CCN,CCn1c(-c2nonc2N)nc2c(C)nc(OC)cc21,0.74
O(C=1N=C(C=2N=C(N(C2C1)CC)C3=NON=C3N)C#CC(O)(C)C)CCN,CCn1c(-c2nonc2N)nc2cnc(OC)cc21,0.72
O(C=1N=C(C=2N=C(N(C2C1)CC)C3=NON=C3N)C#CC(O)(C)C)CCN,CCn1c(-c2nonc2N)nc2cnc(O)cc21,0.75
O(C=1N=C(C=2N=C(N(C2C1)CC)C3=NON=C3N)C#CC(O)(C)C)CCN,CCn1c(-c2nonc2N)nc2cnccc21,0.86
O(C=1N=C(C=2N=C(N(C2C1)CC)C3=NON=C3N)C#CC(O)(C)C)CCN,C#Cc1nc(O)cc2c1nc(-c1nonc1N)n2CC,0.74
O(C=1N=C(C=2N=C(N(C2C1)CC)C3=NON=C3N)C#CC(O)(C)C)CCN,CCn1c(-c2nonc2N)nc2c(C)nc(O)cc21,0.72
O(C=1N=C(C=2N=C(N(C2C1)CC)C3=NON=C3N)C#CC(O)(C)C)CCN,CCn1c(-c2nonc2N)nc2c(C)nccc21,0.61
O(C=1N=C(C=2N=C(N(C2C1)CC)C3=NON=C3N)C#CC(O)(C)C)CCN,CC#Cc1nccc2c1nc(-c1nonc1N)n2CC,0.68
O(C=1N=C(C=2N=C(N(C2C1)CC)C3=NON=C3N)C#CC(O)(C)C)CCN,C#Cc1nccc2c1nc(-c1nonc1N)n2CC,0.64
O(C=1N=C(C=2N=C(N(C2C1)CC)C3=NON=C3N)C#CC(O)(C)C)CCN,CC#Cc1nc(O)cc2c1nc(-c1nonc1N)n2C,0.6
O(C=1N=C(C=2N=C(N(C2C1)CC)C3=NON=C3N)C#CC(O)(C)C)CCN,C#Cc1nc(O)cc2c1nc(-c1nonc1N)n2C,0.59
O(C=1N=C(C=2N=C(N(C2C1)CC)C3=NON=C3N)C#CC(O)(C)C)CCN,Cc1nc(O)cc2c1nc(-c1nonc1N)n2C,0.57
O(C=1N=C(C=2N=C(N(C2C1)CC)C3=NON=C3N)C#CC(O)(C)C)CCN,Cn1c(-c2nonc2N)nc2cnc(O)cc21,0.6
O(C=1N=C(C=2N=C(N(C2C1)CC)C3=NON=C3N)C#CC(O)(C)C)CCN,C#Cc1nc(OC)cc2c1nc(-c1nonc1N)n2C,0.66
O(C=1N=C(C=2N=C(N(C2C1)CC)C3=NON=C3N)C#CC(O)(C)C)CCN,COc1cc2c(nc(-c3nonc3N)n2C)c(C)n1,0.63
O(C=1N=C(C=2N=C(N(C2C1)CC)C3=NON=C3N)C#CC(O)(C)C)CCN,COc1cc2c(cn1)nc(-c1nonc1N)n2C,0.62
O(C=1N=C(C=2N=C(N(C2C1)CC)C3=NON=C3N)C#CC(O)(C)C)CCN,Cn1c(-c2nonc2N)nc2cnc(OCCN)cc21,0.67
O(C=1N=C(C=2N=C(N(C2C1)CC)C3=NON=C3N)C#CC(O)(C)C)CCN,CCOc1cc2c(cn1)nc(-c1nonc1N)n2C,0.6
O(C=1N=C(C=2N=C(N(C2C1)CC)C3=NON=C3N)C#CC(O)(C)C)CCN,Cn1c(-c2nonc2N)nc2c(C#CCO)nccc21,0.52
O(C=1N=C(C=2N=C(N(C2C1)CC)C3=NON=C3N)C#CC(O)(C)C)CCN,CCOc1cc2c(nc(-c3nonc3N)n2C)c(C)n1,0.5
C1=CC=C2C(=C1)/C(/C(C3=C(NC=4C3=CC=CN4)O)=N2)=N\O,O/N=C1/C(c2c[nH]c3ncccc23)=Nc2ccccc21,0.78
C1=CC=C2C(=C1)/C(/C(C3=C(NC=4C3=CC=CN4)O)=N2)=N\O,N=C1C(c2c[nH]c3ncccc23)=Nc2ccccc21,0.74
C1=CC=C2C(=C1)/C(/C(C3=C(NC=4C3=CC=CN4)O)=N2)=N\O,c1ccc2c(c1)CC(c1c[nH]c3ncccc13)=N2,0.75
C1=CC=C2C(=C1)/C(/C(C3=C(NC=4C3=CC=CN4)O)=N2)=N\O,N=C1C(c2c(O)[nH]c3ncccc23)=Nc2ccccc21,0.72
C1=CC=C2C(=C1)/C(/C(C3=C(NC=4C3=CC=CN4)O)=N2)=N\O,O/N=C1\C=CN=C1c1c[nH]c2ncccc12,0.74
C1=CC=C2C(=C1)/C(/C(C3=C(NC=4C3=CC=CN4)O)=N2)=N\O,Oc1[nH]c2ncccc2c1C1=Nc2ccccc2C1,0.52
C(C)(=O)NC1=CC=2C(=CNC2C=C1)C3=NC=4N(C(=C3)NC5CC5)N=CC4C#N,Nc1ccc2[nH]cc(-c3cc(NC4CC4)ncn3)c2c1,0.57
C(C)(=O)NC1=CC=2C(=CNC2C=C1)C3=NC=4N(C(=C3)NC5CC5)N=CC4C#N,CNc1cc(-c2c[nH]c3ccc(N)cc23)ncn1,0.54
C(C)(=O)NC1=CC=2C(=CNC2C=C1)C3=NC=4N(C(=C3)NC5CC5)N=CC4C#N,Nc1ccc2[nH]cc(-c3ccncn3)c2c1,0.73
C(C)(=O)NC1=CC=2C(=CNC2C=C1)C3=NC=4N(C(=C3)NC5CC5)N=CC4C#N,Nc1ccc2[nH]cc(-c3ccn4nccc4n3)c2c1,0.51
C(C)(=O)NC1=CC=2C(=CNC2C=C1)C3=NC=4N(C(=C3)NC5CC5)N=CC4C#N,CNc1ccc2[nH]cc(-c3ccncn3)c2c1,0.72
C(C)(=O)NC1=CC=2C(=CNC2C=C1)C3=NC=4N(C(=C3)NC5CC5)N=CC4C#N,Nc1ccc2[nH]cc(-c3cc(N)n4nccc4n3)c2c1,0.5
C(C)(=O)NC1=CC=2C(=CNC2C=C1)C3=NC=4N(C(=C3)NC5CC5)N=CC4C#N,CNc1ccc2[nH]cc(-c3cc(N)ncn3)c2c1,0.5
C(C)(=O)NC1=CC=2C(=CNC2C=C1)C3=NC=4N(C(=C3)NC5CC5)N=CC4C#N,CCNc1ccc2[nH]cc(-c3ccncn3)c2c1,0.62
C(C)(=O)NC1=CC=2C(=CNC2C=C1)C3=NC=4N(C(=C3)NC5CC5)N=CC4C#N,O=CNc1ccc2[nH]cc(-c3ccncn3)c2c1,0.65
C(C)(=O)NC1=CC=2C(=CNC2C=C1)C3=NC=4N(C(=C3)NC5CC5)N=CC4C#N,CC(=O)Nc1ccc2[nH]cc(-c3ccncn3)c2c1,0.6
N1=C(/C(=N/NC2=CC=C(C=C2)OC)/C(N1)=O)C3=CC=C(C=C3)OC,O=C1NN=C(c2ccccc2)/C1=N/Nc1ccccc1,0.96
O=C(NC=1N=C(C(=C(N)C1)C#N)C2=CC3=C(C=C2)C=CC=C3)C,CC(=O)Nc1cc(N)c(C#N)c(-c2ccccc2)n1,0.76
C=1C=C2C(=CNC2=CC1Br)C=3N=C(N=CC3)N,Nc1nccc(-c2c[nH]c3ccccc23)n1,0.76
C=1C=C2C(=CNC2=CC1Br)C=3N=C(N=CC3)N,Brc1ccc2c(-c3ccncn3)c[nH]c2c1,0.68
C12=C(C=C(C=C1)C3=CC=C(C=C3)O)NN=C2NC(=O)CCC,CCC(=O)Nc1n[nH]c2cc(-c3ccccc3)ccc12,0.82
C12=C(C=C(C=C1)C3=CC=C(C=C3)O)NN=C2NC(=O)CCC,CC(=O)Nc1n[nH]c2cc(-c3ccccc3)ccc12,0.68
C12=C(C=C(C=C1)C3=CC=C(C=C3)O)NN=C2NC(=O)CCC,CCNc1n[nH]c2cc(-c3ccccc3)ccc12,0.59
C12=C(C=C(C=C1)C3=CC=C(C=C3)O)NN=C2NC(=O)CCC,CNc1n[nH]c2cc(-c3ccccc3)ccc12,0.61
C12=C(C=C(C=C1)C3=CC=C(C=C3)O)NN=C2NC(=O)CCC,Nc1n[nH]c2cc(-c3ccccc3)ccc12,0.73
C12=C(C=C(C=C1)C3=CC=C(C=C3)O)NN=C2NC(=O)CCC,CC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)ccc12,0.76
C12=C(C=C(C=C1)C3=CC=C(C=C3)O)NN=C2NC(=O)CCC,O=CNc1n[nH]c2cc(-c3ccc(O)cc3)ccc12,0.7
C12=C(C=C(C=C1)C3=CC=C(C=C3)O)NN=C2NC(=O)CCC,CNc1n[nH]c2cc(-c3ccc(O)cc3)ccc12,0.66
C12=C(C=C(C=C1)C3=CC=C(C=C3)O)NN=C2NC(=O)CCC,Nc1n[nH]c2cc(-c3ccc(O)cc3)ccc12,0.79
C12=C(C=C(C=C1)C3=CC=C(C=C3)O)NN=C2NC(=O)CCC,CCCCNc1n[nH]c2cc(-c3ccccc3)ccc12,0.6
C12=C(C=C(C=C1)C3=CC=C(C=C3)O)NN=C2NC(=O)CCC,CCCNc1n[nH]c2cc(-c3ccccc3)ccc12,0.61
C12=C(C=C(C=C1)C3=CC=C(C=C3)O)NN=C2NC(=O)CCC,CCCNc1n[nH]c2cc(-c3ccc(O)cc3)ccc12,0.63
C12=C(C=C(C=C1)C3=CC=C(C=C3)O)NN=C2NC(=O)CCC,CCNc1n[nH]c2cc(-c3ccc(O)cc3)ccc12,0.63
C12=C(C=C(C=C1)C3=CC=C(C=C3)O)NN=C2NC(=O)CCC,Oc1ccc(-c2ccc3cn[nH]c3c2)cc1,0.51
C12=C(C=C(C=C1)C3=CC=C(C=C3)O)NN=C2NC(=O)CCC,O=CNc1n[nH]c2cc(-c3ccccc3)ccc12,0.58
C=1(NC2=NC=CN=C2C1)C=3C=CC(C(F)(F)F)=CC3,FC(F)c1ccc(-c2cc3nccnc3[nH]2)cc1,0.91
C=1(NC2=NC=CN=C2C1)C=3C=CC(C(F)(F)F)=CC3,FCc1ccc(-c2cc3nccnc3[nH]2)cc1,0.86
C=1(NC2=NC=CN=C2C1)C=3C=CC(C(F)(F)F)=CC3,Cc1ccc(-c2cc3nccnc3[nH]2)cc1,0.92
O1CC2C(CN(C3=CC=4C(=NC=CC4NC(=O)NC=5N=CC=NC5)C=C3)C2)C1,O=C(Nc1cnccn1)Nc1ccnc2ccccc12,0.87
N1=C(/C(=N/NC2=CC=C(C=C2)C(O)=O)/C(N1)=O)C=3C(=CC=NC3)OC,O=C1NN=C(c2cccnc2)/C1=N/Nc1ccccc1,0.71
C=1C=C2C(=CN(C2=CC1)CCCN3CCOCC3)C4=C(N5C=6C(C=C5)=NC=CC6)C(=O)NC4=O,Cn1ccc(C2=C(n3cccc3)C(=O)NC2=O)c1,0.65
C=1C=C2C(=CN(C2=CC1)CCCN3CCOCC3)C4=C(N5C=6C(C=C5)=NC=CC6)C(=O)NC4=O,CCCn1ccc(C2=C(n3cccc3)C(=O)NC2=O)c1,0.62
C=1C=C2C(=CN(C2=CC1)CCCN3CCOCC3)C4=C(N5C=6C(C=C5)=NC=CC6)C(=O)NC4=O,CCn1ccc(C2=C(n3cccc3)C(=O)NC2=O)c1,0.62
C1(=C(NC=2C1=NC=CN2)C=3C=CC(=CC3)Cl)CC4CCCCC4,CCc1c(-c2ccc(Cl)cc2)[nH]c2nccnc12,0.99
C1(=C(NC=2C1=NC=CN2)C=3C=CC(=CC3)Cl)CC4CCCCC4,Cc1c(-c2ccc(Cl)cc2)[nH]c2nccnc12,0.98
C1(=C(NC=2C1=NC=CN2)C=3C=CC(=CC3)Cl)CC4CCCCC4,Clc1ccc(-c2cc3nccnc3[nH]2)cc1,0.88
C1(=C(NC=2C1=NC=CN2)C=3C=CC(=CC3)Cl)CC4CCCCC4,CCc1c(-c2ccccc2)[nH]c2nccnc12,0.83
C1(=C(NC=2C1=NC=CN2)C=3C=CC(=CC3)Cl)CC4CCCCC4,Cc1c(-c2ccccc2)[nH]c2nccnc12,0.82
C=1(C(=O)NC(=O)C1C2=CC=CN=C2)C=3C4=C(C=CC=C4)N(C)C3,Cn1ccc(C2=C(c3cccnc3)C(=O)NC2=O)c1,0.55
S1C(NC(=O)CC2=CC(OC)=C(OC)C=C2)=NC=C1N(=O)=O,COc1ccc(CC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,0.63
S1C(NC(=O)CC2=CC(OC)=C(OC)C=C2)=NC=C1N(=O)=O,O=C(Cc1ccc(O)cc1)Nc1ncc([N+](=O)[O-])s1,0.61
S1C(NC(=O)CC2=CC(OC)=C(OC)C=C2)=NC=C1N(=O)=O,O=C(Cc1ccccc1)Nc1ncc([N+](=O)[O-])s1,0.53
S1C(NC(=O)CC2=CC(OC)=C(OC)C=C2)=NC=C1N(=O)=O,O=C(Cc1ccc(O)c(O)c1)Nc1ncc([N+](=O)[O-])s1,0.53
S1C(NC(=O)CC2=CC(OC)=C(OC)C=C2)=NC=C1N(=O)=O,COc1cccc(CC(=O)Nc2ncc([N+](=O)[O-])s2)c1,0.53
S1C(C(=O)NC1=NC2=CC=CC=C2)=CC3=CC(OC)=CC=C3,O=C1NC(=Nc2ccccc2)SC1=Cc1ccccc1,0.67
C=1C=C2C(=CC1)N(C3CCCC3)C(C4=NON=C4N)=N2,Cn1c(-c2nonc2N)nc2ccccc21,0.91
C(C=1C=C(C=CC1)CSC=2OC(=NN2)C3=CC=CC=C3)#N,Cc1cccc(CSc2nnc(-c3ccccc3)o2)c1,0.6
C(C=1C=C(C=CC1)CSC=2OC(=NN2)C3=CC=CC=C3)#N,c1ccc(CSc2nnc(-c3ccccc3)o2)cc1,0.76
N1=C(/C(=N/NC2=CC(=CC=C2)Cl)/C(N1)=O)C=3C=CC=CC3,O=C1NN=C(c2ccccc2)/C1=N/Nc1ccccc1,0.96
ClC=1N=C(NCC=C)C=C(C=2C=3C(NC2)=NC=CC3)C1,CCNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,0.98
ClC=1N=C(NCC=C)C=C(C=2C=3C(NC2)=NC=CC3)C1,CNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,0.99
ClC=1N=C(NCC=C)C=C(C=2C=3C(NC2)=NC=CC3)C1,Nc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,0.96
ClC=1N=C(NCC=C)C=C(C=2C=3C(NC2)=NC=CC3)C1,Clc1cc(-c2c[nH]c3ncccc23)ccn1,0.92
ClC=1N=C(NCC=C)C=C(C=2C=3C(NC2)=NC=CC3)C1,C=CCNc1cc(-c2c[nH]c3ncccc23)ccn1,0.89
ClC=1N=C(NCC=C)C=C(C=2C=3C(NC2)=NC=CC3)C1,CCNc1cc(-c2c[nH]c3ncccc23)ccn1,0.89
ClC=1N=C(NCC=C)C=C(C=2C=3C(NC2)=NC=CC3)C1,CNc1cc(-c2c[nH]c3ncccc23)ccn1,0.86
ClC=1N=C(NCC=C)C=C(C=2C=3C(NC2)=NC=CC3)C1,Nc1cc(-c2c[nH]c3ncccc23)ccn1,0.87
C1=C(C=C2NN=C(C2=C1)NC(CCC)=O)C3=CC=C(C=C3Cl)O,CCC(=O)Nc1n[nH]c2cc(-c3ccccc3)ccc12,0.82
C1=C(C=C2NN=C(C2=C1)NC(CCC)=O)C3=CC=C(C=C3Cl)O,CC(=O)Nc1n[nH]c2cc(-c3ccccc3)ccc12,0.68
C1=C(C=C2NN=C(C2=C1)NC(CCC)=O)C3=CC=C(C=C3Cl)O,CCNc1n[nH]c2cc(-c3ccccc3)ccc12,0.59
C1=C(C=C2NN=C(C2=C1)NC(CCC)=O)C3=CC=C(C=C3Cl)O,CNc1n[nH]c2cc(-c3ccccc3)ccc12,0.61
C1=C(C=C2NN=C(C2=C1)NC(CCC)=O)C3=CC=C(C=C3Cl)O,Nc1n[nH]c2cc(-c3ccccc3)ccc12,0.73
C1=C(C=C2NN=C(C2=C1)NC(CCC)=O)C3=CC=C(C=C3Cl)O,CC(=O)Nc1n[nH]c2cc(-c3ccccc3Cl)ccc12,0.7
C1=C(C=C2NN=C(C2=C1)NC(CCC)=O)C3=CC=C(C=C3Cl)O,O=CNc1n[nH]c2cc(-c3ccccc3Cl)ccc12,0.58
C1=C(C=C2NN=C(C2=C1)NC(CCC)=O)C3=CC=C(C=C3Cl)O,CNc1n[nH]c2cc(-c3ccccc3Cl)ccc12,0.61
C1=C(C=C2NN=C(C2=C1)NC(CCC)=O)C3=CC=C(C=C3Cl)O,Nc1n[nH]c2cc(-c3ccccc3Cl)ccc12,0.62
C1=C(C=C2NN=C(C2=C1)NC(CCC)=O)C3=CC=C(C=C3Cl)O,CC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)ccc12,0.76
C1=C(C=C2NN=C(C2=C1)NC(CCC)=O)C3=CC=C(C=C3Cl)O,O=CNc1n[nH]c2cc(-c3ccc(O)cc3)ccc12,0.7
C1=C(C=C2NN=C(C2=C1)NC(CCC)=O)C3=CC=C(C=C3Cl)O,CNc1n[nH]c2cc(-c3ccc(O)cc3)ccc12,0.66
C1=C(C=C2NN=C(C2=C1)NC(CCC)=O)C3=CC=C(C=C3Cl)O,Nc1n[nH]c2cc(-c3ccc(O)cc3)ccc12,0.79
C1=C(C=C2NN=C(C2=C1)NC(CCC)=O)C3=CC=C(C=C3Cl)O,Oc1ccc(-c2ccc3cn[nH]c3c2)cc1,0.51
C1=C(C=C2NN=C(C2=C1)NC(CCC)=O)C3=CC=C(C=C3Cl)O,CCNc1n[nH]c2cc(-c3ccc(O)cc3Cl)ccc12,0.65
C1=C(C=C2NN=C(C2=C1)NC(CCC)=O)C3=CC=C(C=C3Cl)O,CNc1n[nH]c2cc(-c3ccc(O)cc3Cl)ccc12,0.64
C1=C(C=C2NN=C(C2=C1)NC(CCC)=O)C3=CC=C(C=C3Cl)O,Nc1n[nH]c2cc(-c3ccc(O)cc3Cl)ccc12,0.67
C1=C(C=C2NN=C(C2=C1)NC(CCC)=O)C3=CC=C(C=C3Cl)O,CCCNc1n[nH]c2cc(-c3ccc(O)cc3)ccc12,0.63
C1=C(C=C2NN=C(C2=C1)NC(CCC)=O)C3=CC=C(C=C3Cl)O,CCNc1n[nH]c2cc(-c3ccc(O)cc3)ccc12,0.63
C1=C(C=C2NN=C(C2=C1)NC(CCC)=O)C3=CC=C(C=C3Cl)O,CCCCNc1n[nH]c2cc(-c3ccccc3)ccc12,0.6
C1=C(C=C2NN=C(C2=C1)NC(CCC)=O)C3=CC=C(C=C3Cl)O,CCCNc1n[nH]c2cc(-c3ccccc3)ccc12,0.61
C1=C(C=C2NN=C(C2=C1)NC(CCC)=O)C3=CC=C(C=C3Cl)O,O=CNc1n[nH]c2cc(-c3ccc(O)cc3Cl)ccc12,0.66
C1=C(C=C2NN=C(C2=C1)NC(CCC)=O)C3=CC=C(C=C3Cl)O,O=CNc1n[nH]c2cc(-c3ccccc3)ccc12,0.58
C1=C(C=C2NN=C(C2=C1)NC(CCC)=O)C3=CC=C(C=C3Cl)O,CCCNc1n[nH]c2cc(-c3ccccc3Cl)ccc12,0.6
C1=C(C=C2NN=C(C2=C1)NC(CCC)=O)C3=CC=C(C=C3Cl)O,CCNc1n[nH]c2cc(-c3ccccc3Cl)ccc12,0.57
FC1=CC=2C(=NC=CC2NC(=O)NC3=NC(C(F)(F)F)=CC=C3)C=C1F,O=C(Nc1ccccn1)Nc1ccnc2ccccc12,0.51
FC1=CC=2C(=NC=CC2NC(=O)NC3=NC(C(F)(F)F)=CC=C3)C=C1F,O=C(Nc1ccncc1)Nc1ccccn1,0.68
C=1C(=NC=2NN=C(C2C1)NC(C3CC3)=O)C4=CC=CC=C4OC,CC(=O)Nc1n[nH]c2nc(-c3ccccc3)ccc12,0.69
C=1C(=NC=2NN=C(C2C1)NC(C3CC3)=O)C4=CC=CC=C4OC,Nc1n[nH]c2nc(-c3ccccc3)ccc12,0.51
C=1C(=NC=2NN=C(C2C1)NC(C3CC3)=O)C4=CC=CC=C4OC,CC(=O)Nc1n[nH]c2nc(-c3ccccc3O)ccc12,0.66
C=1C(=NC=2NN=C(C2C1)NC(C3CC3)=O)C4=CC=CC=C4OC,CNc1n[nH]c2nc(-c3ccccc3O)ccc12,0.5
C=1C(=NC=2NN=C(C2C1)NC(C3CC3)=O)C4=CC=CC=C4OC,CNc1n[nH]c2nc(-c3ccccc3OC)ccc12,0.53
C1(=C(Cl)C=C2N(C=C(C2=C1)C3=C(C4=COC=5C4=CC=C(C5)OCC6CCC6)C(=O)NC3=O)C)F,Cn1ccc(C2=C(c3ccoc3)C(=O)NC2=O)c1,0.6
O=C1C2C(C=3C(=NNC3N=C2CC(C1)(C)C)C(C)(C)C)C=4C(OC)=CC=CC4,Cc1n[nH]c2c1C(c1ccccc1)C1CCCCC1=N2,0.58
O1C=2C(C(C3=C(C=4C=5C(N(C4)C)=NC=CC5)C(=O)NC3=O)=C1)=CC=CC2,Cn1ccc(C2=C(c3ccoc3)C(=O)NC2=O)c1,0.6
C1(C2=NNC(=C2C3=NC=NC=C3)C4=C(C=C(C=C4)Cl)F)CCN(C(C=O)O)CC1,Clc1ccc(-c2[nH]ncc2-c2ccncn2)cc1,0.5
OC1=CC=C(C=C1)C=2N=C3NN=C(NC(=O)C4CC4)C3=CC2Br,CC(=O)Nc1n[nH]c2nc(-c3ccccc3)ccc12,0.69
OC1=CC=C(C=C1)C=2N=C3NN=C(NC(=O)C4CC4)C3=CC2Br,Nc1n[nH]c2nc(-c3ccccc3)ccc12,0.51
OC1=CC=C(C=C1)C=2N=C3NN=C(NC(=O)C4CC4)C3=CC2Br,CC(=O)Nc1n[nH]c2nc(-c3ccc(O)cc3)ccc12,0.72
OC1=CC=C(C=C1)C=2N=C3NN=C(NC(=O)C4CC4)C3=CC2Br,O=CNc1n[nH]c2nc(-c3ccc(O)cc3)ccc12,0.57
OC1=CC=C(C=C1)C=2N=C3NN=C(NC(=O)C4CC4)C3=CC2Br,CNc1n[nH]c2nc(-c3ccc(O)cc3)ccc12,0.55
OC1=CC=C(C=C1)C=2N=C3NN=C(NC(=O)C4CC4)C3=CC2Br,Nc1n[nH]c2nc(-c3ccc(O)cc3)ccc12,0.58
